"INSTNM","CITY","STABBR","NUMBRANCH","LATITUDE","LONGITUDE","ADM_RATE","PCIP40","PCIP41","PCIP44","PCIP45","UGDS","PPTUG_EF","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","C150_4","PCTFLOAN","UG25ABV","GRADS","STUFACR","CONTROL_PEPS"
"Colorado School of Mines","Golden","CO",1,39.751443,-105.223364,0.5971,0.0124,0,0,0.0041,5801,0.0428,38556,21186,44376,23082,18412,13650,0.7604,0.7944,0.3363,0.0336,1760,17,"Public"
"Colorado State University-Fort Collins","Fort Collins","CO",1,40.574805,-105.080732,0.8959,0.0113,0,0.014,0.0765,25148,0.0983,29696,12896,33751,17683,16082,11718,0.7525,0.6691,0.3089,0.1044,7666,17,"Public"
"University of Denver","Denver","CO",1,39.678005,-104.963259,0.7119,0.0172,0,0.0055,0.1659,6059,0.0508,75020,59340,59340,32665,19881,12410,0.5336,0.7795,0.3011,0.087,6972,10,"Private Nonprofit"
"Fort Lewis College","Durango","CO",1,37.275939,-107.867422,0.932,0.0461,0,0,0.1451,3070,0.0879,25558,9670,20798,4445,10728,7719,0.7711,0.4315,0.2914,0.1168,100,14,"Public"
"Colorado Mesa University","Grand Junction","CO",1,39.080643,-108.553275,0.8139,0.0129,0,0.0089,0.0149,7604,0.1589,22883,9712,24312,10291,10105,7579,0.5751,0.4152,0.3322,0.1539,284,18,"Public"
"Metropolitan State University of Denver","Denver","CO",1,39.744202,-105.00504,0.9914,0.0129,0,0.0546,0.0286,14932,0.3932,22825,10780,29503,9081,8616,9925,1,0.2989,0.2964,0.2935,1163,14,"Public"
"Naropa University","Boulder","CO",1,40.014235,-105.266987,0.94,0,0,0,0,368,0.0951,52900,34600,34600,19961,13242,5946,0.3878,0.4595,0.551,0.5951,749,9,"Private Nonprofit"
"University of Northern Colorado","Greeley","CO",1,40.410855,-104.692777,0.8643,0.0261,0,0.0318,0.0426,5693,0.0926,26989,12010,26204,11824,9865,8688,0.5744,0.5134,0.3968,0.1096,2451,14,"Public"
"Regis University","Denver","CO",1,39.788175,-105.030756,0.8727,0.0029,0,0,0.0308,2599,0.2874,54889,43980,43980,19288,11138,8767,0.4257,0.6111,0.4562,0.3272,1951,9,"Private Nonprofit"
"Colorado State University Pueblo","Pueblo","CO",1,38.30859,-104.579033,0.9984,0.0031,0,0.0658,0.0737,3028,0.1925,23891,9401,17242,4331,4348,8114,0.4745,0.3798,0.25,0.1701,1875,16,"Public"
"Western Colorado University","Gunnison","CO",1,38.549936,-106.919132,0.9747,0.0318,0,0,0.0875,1653,0.0835,25426,11083,23683,10731,12988,7506,0.6239,0.5067,0.2258,0.0703,484,18,"Public"
"Albertus Magnus College","New Haven","CT",1,41.332519,-72.923848,0.6437,0.0033,0,0.0293,0.0782,882,0.0941,56268,39924,39924,16175,7952,8289,0.4545,0.4609,0.7558,0.3061,269,15,"Private Nonprofit"
"University of Bridgeport","Bridgeport","CT",1,41.164741,-73.190166,0.6431,0,0,0.0425,0.0042,1450,0.1345,52786,35760,35760,19813,6573,7276,0.3326,0.4809,0.7245,0.3239,2624,16,"Private Nonprofit"
"Central Connecticut State University","New Britain","CT",1,41.692502,-72.765991,0.7553,0.0107,0,0.0258,0.1369,7670,0.1698,24112,12460,25736,11745,17329,10593,0.4793,0.4933,0.5024,0.1651,1795,14,"Public"
"University of Connecticut","Storrs","CT",5,41.809098,-72.249948,0.5395,0.0144,0,0.0056,0.1169,19147,0.0203,36572,20366,43034,18557,25341,14158,0.6735,0.838,0.4053,0.0211,7976,16,"Public"
"Eastern Connecticut State University","Willimantic","CT",1,41.721673,-72.218753,0.8055,0.0188,0,0.0492,0.1161,3377,0.0589,30805,13292,16624,8303,17674,10776,0.616,0.5814,0.5048,0.0563,140,15,"Public"
"Fairfield University","Fairfield","CT",1,41.157673,-73.255903,0.4498,0.0112,0,0.0035,0.0562,4938,0.0071,73371,56360,56360,29848,15573,12997,1,0.8379,0.4759,0.0099,1321,12,"Private Nonprofit"
"University of Hartford","West Hartford","CT",1,41.798591,-72.715213,0.8301,0.0085,0,0,0.0459,4032,0.0481,62273,47647,47647,17241,16746,8557,0.437,0.5828,0.6442,0.0409,1782,11,"Private Nonprofit"
"University of New Haven","West Haven","CT",1,41.291314,-72.961472,0.8055,0.0037,0,0,0.0128,4799,0.0525,63970,45730,45730,19619,9751,11376,0.3561,0.5925,0.8094,0.0684,4965,18,"Private Nonprofit"
"Paier College","Bridgeport","CT",1,41.163451,-73.194727,0.6154,0,0,0,0,183,0.2514,34980,26400,26400,17462,8605,6708,1,0.5714,0.9171,0.2211,4,9,"Proprietary"
"Quinnipiac University","Hamden","CT",1,41.418915,-72.894117,0.77,0.0025,0,0,0.0373,6208,0.0222,69666,53090,53090,26424,13234,11314,0.3542,0.7728,0.5878,0.0304,2670,11,"Private Nonprofit"
"Sacred Heart University","Fairfield","CT",1,41.220893,-73.243332,0.6768,0.0031,0,0.0112,0.0255,6904,0.0542,66669,48460,48460,24871,9593,10752,0.3343,0.745,0.568,0.0376,4219,16,"Private Nonprofit"
"University of Saint Joseph","West Hartford","CT",1,41.781041,-72.72965,0.7964,0,0,0.0866,0,825,0.0352,56786,45908,45908,23019,14657,8223,1,0.697,0.7593,0.0876,1060,9,"Private Nonprofit"
"Southern Connecticut State University","New Haven","CT",1,41.333225,-72.947897,0.8112,0.012,0,0.0366,0.066,6180,0.1286,28592,12828,26104,12634,18074,10742,0.4862,0.4782,0.5439,0.138,2039,11,"Public"
"Trinity College","Hartford","CT",1,41.747451,-72.690882,0.3352,0.0178,0,0.0614,0.402,2193,0.0119,83090,67420,67420,30183,28861,11347,0.8726,0.8276,0.3982,0.0112,39,9,"Private Nonprofit"
"Wesleyan University","Middletown","CT",1,41.554665,-72.657146,0.171,0.0537,0,0,0.2818,2973,0.0037,85172,67316,67316,35711,33183,13708,0.899,0.9157,0.1818,0.0163,205,7,"Private Nonprofit"
"Western Connecticut State University","Danbury","CT",1,41.400365,-73.444264,0.8136,0.0082,0,0.0528,0.0293,3434,0.1273,24534,12763,16095,12107,18951,10902,1,0.5025,0.498,0.1225,595,11,"Public"
"Yale University","New Haven","CT",1,41.311158,-72.926688,0.045,0.0373,0,0,0.225,6811,0.0018,85120,64700,64700,19522,75416,22124,0.7363,0.9633,0.0582,0.0104,8263,6,"Private Nonprofit"
"Delaware State University","Dover","DE",1,39.187173,-75.54053,0.6167,0.0089,0,0.046,0.0979,4630,0.1214,27536,10314,20250,7561,8950,8320,0.5842,0.3866,0.485,0.0528,887,18,"Public"
"University of Delaware","Newark","DE",1,39.679577,-75.752822,0.6511,0.0125,0,0.02,0.0783,18812,0.0405,29347,16080,39720,18395,20827,14139,0.989,0.7878,0.4812,0.0213,4449,15,"Public"
"Goldey-Beacom College","Wilmington","DE",1,39.741501,-75.689624,0.7653,0,0,0.0178,0,634,0.1278,24633,13440,13440,9027,3936,8469,0.2556,0.5886,0.3855,0.114,372,18,"Private Nonprofit"
"American University","Washington","DC",1,38.936005,-77.088875,0.4738,0.006,0,0,0.3547,7593,0.0311,71549,56543,56543,33111,17225,13264,0.5369,0.7849,0.35,0.0139,5202,10,"Private Nonprofit"
"The Catholic University of America","Washington","DC",1,38.933651,-76.997909,0.8384,0.0098,0,0.0098,0.1133,3063,0.0597,73198,55834,55834,22035,22207,10955,0.4807,0.8133,0.4846,0.073,2032,11,"Private Nonprofit"
"Gallaudet University","Washington","DC",1,38.907371,-76.993675,0.6094,0.0043,0,0.0596,0.0383,879,0.0637,39416,18382,18382,15945,31029,10725,1,0.4656,0.407,0.2416,445,6,"Private Nonprofit"
"George Washington University","Washington","DC",1,38.89923,-77.048363,0.4354,0.0066,0,0.0044,0.3146,10848,0.0523,80727,64990,64990,34512,23733,16011,0.5194,0.8518,0.3238,0.0739,14181,12,"Private Nonprofit"
"Georgetown University","Washington","DC",1,38.908809,-77.073463,0.1308,0.0112,0,0,0.4161,7462,0.0367,84696,65081,65081,43654,34853,17306,0.471,0.943,0.1939,0.0542,12424,11,"Private Nonprofit"
"Howard University","Washington","DC",1,38.922392,-77.018966,0.3489,0.0138,0,0,0.1219,9604,0.0253,51450,33344,33344,17609,18845,11536,0.6661,0.689,0.5712,0.0173,3226,11,"Private Nonprofit"
"Trinity Washington University","Washington","DC",1,38.927398,-77.004261,0.9919,0.0029,0,0,0.0785,1415,0.3442,35061,26110,26110,13973,6868,7898,0.1948,0.444,0.3959,0.3934,261,9,"Private Nonprofit"
"Baptist University of Florida","Graceville","FL",1,30.962708,-85.503931,0.641,0,0,0,0,248,0.3468,20596,13800,13800,8714,10774,5241,1,0.6923,0.1662,0.281,21,8,"Private Nonprofit"
"Barry University","Miami","FL",2,25.878908,-80.198925,0.5907,0.0053,0,0.0665,0.0403,2245,0.0953,48300,33450,33450,18095,11791,8784,0.2524,0.3659,0.5157,0.1187,3686,10,"Private Nonprofit"
"Bethune-Cookman University","Daytona Beach","FL",1,29.207195,-81.032946,0.9985,0.0059,0,0,0.0623,2414,0.0323,29782,14794,14794,7708,9267,7196,0.7136,0.2783,0.7919,0.0398,101,14,"Private Nonprofit"
"Lynn University","Boca Raton","FL",1,26.385985,-80.122806,0.7395,0,0,0,0.0143,2820,0.0702,60817,42950,42950,21599,7352,6502,0.4518,0.5269,0.3556,0.096,678,16,"Private Nonprofit"
"Albizu University-Miami","Miami","FL",2,25.795181,-80.354942,1,0,0,0,0,225,0.4844,48144,13128,13128,13535,5201,8982,0.9474,0.6,0.6406,0.7788,561,13,"Private Nonprofit"
"University of Central Florida","Orlando","FL",1,28.602159,-81.200889,0.3952,0.0059,0,0.0113,0.0406,59095,0.2989,22819,6368,22467,4730,7977,11465,0.9848,0.7515,0.2421,0.1387,9763,29,"Public"
"Edward Waters University","Jacksonville","FL",1,30.34479,-81.684879,0.8481,0,0,0,0,1113,0.0189,26973,14878,14878,13503,2767,5834,1,0.2795,0.7242,0.1357,62,18,"Private Nonprofit"
"Embry-Riddle Aeronautical University-Daytona Beach","Daytona Beach","FL",2,29.189903,-81.048367,0.6628,0.0296,0,0,0,7535,0.0474,59972,42304,42304,30153,13323,10661,0.8805,0.6736,0.3072,0.0494,796,18,"Private Nonprofit"
"Florida Agricultural and Mechanical University","Tallahassee","FL",1,30.428504,-84.290226,0.2112,0.0081,0,0.0337,0.0553,7516,0.1013,24047,5785,17725,4915,11683,9044,1,0.5194,0.5094,0.0881,1469,14,"Public"
"Florida Atlantic University","Boca Raton","FL",1,26.372421,-80.102978,0.7344,0.01,0,0.0337,0.0462,23458,0.2676,21054,4879,17324,6302,9200,10381,0.7496,0.6433,0.2792,0.1411,6176,23,"Public"
"Flagler College","Saint Augustine","FL",1,29.892733,-81.314887,0.7809,0,0,0.029,0.1069,2404,0.0241,41734,26610,26610,15835,9022,7446,0.8503,0.5589,0.5362,0.0477,9,16,"Private Nonprofit"
"Florida Institute of Technology","Melbourne","FL",1,28.065773,-80.623123,0.6253,0.0671,0,0,0,3235,0.0355,60387,44360,44360,18215,10775,11169,1,0.6545,0.398,0.0578,5058,13,"Private Nonprofit"
"Florida International University","Miami","FL",1,25.75732,-80.373928,0.5884,0.0095,0,0.0148,0.0593,38761,0.3527,20556,6565,18963,5797,8049,11232,0.9755,0.7387,0.1778,0.1862,9590,24,"Public"
"Florida Memorial University","Miami Gardens","FL",1,25.918278,-80.270753,0.7431,0.0149,0,0.0224,0.0448,1299,0.0654,31940,19110,19110,16144,4971,7205,0.6579,0.3023,0.5528,0.0701,66,16,"Private Nonprofit"
"Florida Southern College","Lakeland","FL",1,28.032443,-81.948203,0.5907,0.01,0,0,0.065,2607,0.0311,57174,42360,42360,19033,11051,8834,1,0.6933,0.5413,0.0423,568,10,"Private Nonprofit"
"Florida State University","Tallahassee","FL",1,30.443147,-84.295064,0.2538,0.0094,0,0.008,0.1268,31812,0.0925,23683,5656,18786,7298,12550,12781,0.8355,0.8299,0.2191,0.0315,11017,17,"Public"
"University of Florida","Gainesville","FL",1,29.64629,-82.347911,0.2403,0.0234,0,0,0.1091,34102,0.0835,21719,6381,28659,8640,26245,12837,0.8916,0.9151,0.1192,0.0277,19890,16,"Public"
"Jacksonville University","Jacksonville","FL",1,30.353227,-81.60458,0.5729,0.0032,0,0,0.0511,2649,0.074,61414,46180,46180,16873,10928,8295,0.5888,0.5697,0.478,0.1371,1295,13,"Private Nonprofit"
"Keiser University-Ft Lauderdale","Fort Lauderdale","FL",17,26.185869,-80.163959,0.9742,0,0,0,0.0028,17370,0.3535,45701,24136,24136,14533,5312,6062,0.6188,0.4421,0.718,0.6062,2468,14,"Private Nonprofit"
"Luther Rice College & Seminary","Lithonia","GA",1,33.698126,-84.123179,0.3429,0,0,0,0,195,0.8615,11544,10538,10538,11025,5065,4041,0.5833,0,0.5047,0.8692,342,10,"Private Nonprofit"
"University of Miami","Coral Gables","FL",1,25.72126,-80.278662,0.1851,0.0114,0,7e-04,0.095,12570,0.0275,77708,59926,59926,36721,35149,14668,0.721,0.8423,0.2662,0.034,6710,11,"Private Nonprofit"
"University of North Florida","Jacksonville","FL",1,30.27194,-81.509144,0.6227,0.0102,0,0.0063,0.0397,13915,0.2331,20229,6389,20793,4505,7984,9154,0.9686,0.6818,0.2437,0.0817,2189,19,"Public"
"Nova Southeastern University","Fort Lauderdale","FL",1,26.082288,-80.249891,0.7267,0.008,0,0.0013,0.0147,7171,0.0655,55647,37080,37080,31518,18073,11232,0.4334,0.6434,0.4387,0.0769,13658,17,"Private Nonprofit"
"Palm Beach Atlantic University","West Palm Beach","FL",1,26.7044,-80.05247,0.8832,0.021,0,0,0.007,2427,0.0466,55576,37990,37990,17152,11353,8829,1,0.5895,0.3804,0.0617,781,13,"Private Nonprofit"
"Rollins College","Winter Park","FL",1,28.592787,-81.349239,0.4056,0.0254,0,0,0.1367,2582,0.0217,72790,58300,58300,22521,13685,9883,0.7939,0.7689,0.3754,0.0624,418,13,"Private Nonprofit"
"Saint Leo University","Saint Leo","FL",1,28.336776,-82.257801,0.721,0,0,0.0243,0.0263,6999,0.4125,41727,28360,28360,12420,4703,8692,0.225,0.4878,0.3657,0.5115,2628,20,"Private Nonprofit"
"University of South Florida","Tampa","FL",1,28.061458,-82.413232,0.4096,0.012,0,0.016,0.1039,36299,0.1733,22301,6410,17324,6272,11721,11199,0.724,0.7458,0.2471,0.1127,11303,22,"Public"
"St. Thomas University","Miami Gardens","FL",1,25.922071,-80.253273,0.994,0.0027,0,0,0.0188,1963,0.1039,49762,34770,34770,13960,5119,8192,1,0.4342,0.2806,0.094,2488,17,"Private Nonprofit"
"Stetson University","DeLand","FL",1,29.035475,-81.300746,0.8643,0.0135,0,0.0162,0.1068,2292,0.0175,69807,55220,55220,17880,13525,10579,0.6699,0.628,0.483,0.0317,1331,10,"Private Nonprofit"
"Southeastern University","Lakeland","FL",1,28.029733,-81.918382,0.7429,0,0,0.0522,0.0046,4646,0.119,43803,31732,31732,9626,3584,7636,1,0.433,0.3623,0.0885,1233,26,"Private Nonprofit"
"The University of Tampa","Tampa","FL",1,27.948455,-82.46483,0.4093,0.0078,0,0,0.1073,10093,0.0173,49841,33424,33424,21141,8446,10472,1,0.6192,0.6791,0.016,943,17,"Private Nonprofit"
"Trinity Baptist College","Jacksonville","FL",1,30.311171,-81.79626,0.625,0,0,0,0,363,0.1956,25662,14300,14300,12252,2464,4671,0.2,0.4423,0.5971,0.1974,12,12,"Private Nonprofit"
"Warner University","Lake Wales","FL",1,27.825751,-81.599972,0.4779,0,0,0.0397,0,753,0.0398,41556,28160,28160,12912,5253,5632,0.3204,0.3492,0.6715,0.1028,93,13,"Private Nonprofit"
"Webber International University","Babson Park","FL",2,27.838778,-81.532315,0.7756,0,0,0,0,879,0.0398,48464,32150,32150,14492,3721,4984,0.3333,0.2601,0.7051,0.0364,51,18,"Private Nonprofit"
"University of West Florida","Pensacola","FL",1,30.549076,-87.218511,0.5687,0.0081,0,0.0195,0.0361,9042,0.2849,18504,6360,19241,6098,6657,10167,1,0.6176,0.255,0.261,4710,22,"Public"
"Agnes Scott College","Decatur","GA",1,33.769268,-84.295459,0.6731,0.0352,0,0,0.1508,898,0.0022,60585,48150,48150,16199,19444,9149,0.7239,0.7052,0.5283,0.0077,166,10,"Private Nonprofit"
"Point University","West Point","GA",1,32.87912,-85.184931,0.6751,0,0,0.0055,0.0165,2617,0.6133,34418,22300,22300,7025,4103,5969,1,0.4044,0.2398,0.1685,210,13,"Private Nonprofit"
"Clark Atlanta University","Atlanta","GA",1,33.747628,-84.412584,0.6463,0.0155,0,0.0177,0.0509,3482,0.0256,40924,26446,26446,19344,9647,8245,0.633,0.478,0.8786,0.0186,640,16,"Private Nonprofit"
"Berry College","Mount Berry","GA",1,34.290414,-85.189202,0.6185,0.0454,0,0,0.0497,2213,0.0086,55714,40416,40416,14607,15287,9163,0.7739,0.7391,0.3883,0.0049,144,12,"Private Nonprofit"
"Brenau University","Gainesville","GA",1,34.303117,-83.821513,0.8696,0,0,0,0.0034,981,0.2039,45931,33275,33275,20033,10102,7796,0.5058,0.3536,0.7456,0.2921,1225,11,"Private Nonprofit"
"Brewton-Parker College","Mount Vernon","GA",1,32.185718,-82.586136,0.8635,0,0,0,0,684,0.2149,35557,21696,21696,9980,5784,5812,0.9111,0.2349,0.483,0.2202,74,14,"Private Nonprofit"
"Clayton  State University","Morrow","GA",1,33.594079,-84.328174,0.7059,0.0054,0,0,0.014,4390,0.3649,17940,5068,15790,3802,7842,8671,0.7129,0.3539,0.4011,0.3131,541,17,"Public"
"Columbus State University","Columbus","GA",1,32.50096,-84.94106,0.9924,0.0164,0,0,0.0328,5537,0.2725,19953,5751,16805,4872,8062,8592,0.5866,0.4174,0.4171,0.2445,1602,18,"Public"
"Covenant College","Lookout Mountain","GA",1,34.965161,-85.375066,0.8176,0.0258,0,0,0.1742,858,0.0128,53368,40464,40464,15680,11018,8458,0.9861,0.7186,0.4148,0.0121,20,12,"Private Nonprofit"
"Emmanuel University","Franklin Springs","GA",1,34.283641,-83.14822,0.5336,0,0,0,0,719,0.0264,35188,23664,23664,10392,5239,4989,0.4074,0.346,0.4429,0.0314,35,12,"Private Nonprofit"
"Emory University","Atlanta","GA",2,33.790183,-84.325512,0.111,0.048,0,0.0015,0.1177,7275,0.0104,78814,60774,60774,30296,48968,16158,0.7412,0.9176,0.1124,0.0152,7687,9,"Private Nonprofit"
"Fort Valley State University","Fort Valley","GA",1,32.537595,-83.89537,0.628,0.0233,0,0.0667,0.03,2541,0.1004,20342,5392,16114,1825,5739,7782,0.7128,0.4519,0.7005,0.0751,205,18,"Public"
"Georgia Institute of Technology-Main Campus","Atlanta","GA",1,33.77242,-84.394832,0.1646,0.0251,0,0.0083,0.0173,18260,0.0645,27797,11764,32876,12452,12045,15224,0.8922,0.9228,0.193,0.0173,28441,18,"Public"
"Georgia Southwestern State University","Americus","GA",1,32.054662,-84.217738,0.7716,0.0029,0,0,0.0347,2291,0.2532,19234,4980,15702,3799,7588,8194,0.701,0.3191,0.3917,0.2292,655,18,"Public"
"Georgia College & State University","Milledgeville","GA",1,33.082787,-83.231962,0.8777,0.0079,0,0,0.0282,5599,0.0682,27781,8998,28178,8110,8261,8645,0.8026,0.6157,0.3438,0.0093,1130,16,"Public"
"Georgia Southern University","Statesboro","GA",1,32.426153,-81.784045,0.8963,0.0135,0,0,0.0637,21029,0.1433,24563,5905,16959,5011,5543,9080,0.841,0.5205,0.4004,0.1079,3746,24,"Public"
"Georgia State University","Atlanta","GA",2,33.7527,-84.38667,0.6228,0.0204,0,0.0188,0.0715,27109,0.2302,26535,8478,23709,7711,6240,10118,0.7386,0.5372,0.4147,0.1532,7386,25,"Public"
"University of Georgia","Athens","GA",1,33.956262,-83.374039,0.372,0.0084,0,0.005,0.0794,31310,0.0509,27436,11180,30220,11149,10485,12651,0.897,0.8716,0.2165,0.0182,10101,17,"Public"
"LaGrange College","Lagrange","GA",1,33.038564,-85.043113,0.6321,0,0,0,0.0846,566,0.0088,47370,34540,34540,14995,14642,6913,1,0.4176,0.71,0.0378,89,11,"Private Nonprofit"
"Life University","Marietta","GA",1,33.932781,-84.514729,0.9381,0,0,0,0.0485,869,0.1392,41192,15036,15036,23383,6879,7493,0.5421,0.3214,0.4907,0.1569,1838,16,"Private Nonprofit"
"Herzing University-Atlanta","Atlanta","GA",11,33.754218,-84.387251,0.9412,0,0,0,0,499,0.4649,27195,13420,13420,12345,3732,7306,0.2564,0.2917,0.748,0.7234,56,14,"Private Nonprofit"
"Mercer University","Macon","GA",1,32.829134,-83.649392,0.6646,0.0162,0,0.0256,0.035,4620,0.1074,56494,40890,40890,19296,13760,9391,0.9734,0.7339,0.61,0.2313,4317,13,"Private Nonprofit"
"Oglethorpe University","Atlanta","GA",1,33.875441,-84.333687,0.6006,0.0171,0,0.0043,0.094,1429,0.0217,59320,45806,45806,13433,6905,7613,0.6977,0.5392,0.6727,0.04,23,14,"Private Nonprofit"
"Piedmont University","Demorest","GA",1,34.566042,-83.542126,0.9284,0.0038,0,0,0.0113,1235,0.0518,45359,30680,30680,15240,8722,7337,0.586,0.4146,0.6795,0.1499,579,12,"Private Nonprofit"
"Reinhardt University","Waleska","GA",1,34.319756,-84.554264,0.5516,0,0,0,0.0308,1012,0.0494,45689,28420,28420,13288,8933,5982,0.5591,0.3562,0.5826,0.0933,88,11,"Private Nonprofit"
"Savannah College of Art and Design","Savannah","GA",1,32.072964,-81.09395,0.8368,0,0,0,0,14423,0.1254,59670,40595,40595,27321,8355,10467,0.8812,0.7048,0.3456,0.0608,2918,20,"Private Nonprofit"
"Shorter University","Rome","GA",1,34.257543,-85.196529,0.9693,0.0118,0,0.0394,0,1091,0.0623,34985,24044,24044,9214,4897,4903,0.6111,0.3708,0.4924,0.1142,125,15,"Private Nonprofit"
"Thomas University","Thomasville","GA",1,30.815576,-83.963587,0.4316,0,0,0.1071,0,813,0.2571,26189,11640,11640,19864,9956,6341,0.2448,0.2778,0.5574,0.4093,701,11,"Private Nonprofit"
"Toccoa Falls College","Toccoa Falls","GA",1,34.593414,-83.357617,0.6381,0,0,0,0,820,0.0854,35666,23250,23250,10522,4670,5642,0.2692,0.4601,0.2525,0.0482,43,16,"Private Nonprofit"
"Truett McConnell University","Cleveland","GA",1,34.596306,-83.748911,0.9068,0,0,0,0,768,0.0443,37692,25568,25568,9449,4108,4857,1,0.4115,0.1607,0.0241,102,16,"Private Nonprofit"
"Valdosta State University","Valdosta","GA",1,30.847402,-83.289282,0.8349,0.0137,0,0,0.0406,6858,0.2125,20202,6007,17062,4956,6492,8410,0.6879,0.4174,0.4657,0.1743,2921,17,"Public"
"Wesleyan College","Macon","GA",1,32.876037,-83.715417,0.6207,0,0,0,0.0206,466,0.1481,40591,27650,27650,9966,11312,6089,1,0.6056,0.5147,0.1445,46,7,"Private Nonprofit"
"University of West Georgia","Carrollton","GA",1,33.573621,-85.097762,0.4937,0.0141,0,0,0.1179,7485,0.2218,23504,5971,17024,7001,9498,8706,0.6484,0.4272,0.3983,0.1424,4315,16,"Public"
"Young Harris College","Young Harris","GA",1,34.933523,-83.84587,0.6402,0.0189,0,0.0189,0.0063,810,0.0037,45389,32305,32305,8710,8344,5652,0.3939,0.4566,0.3269,0.0036,17,11,"Private Nonprofit"
"Chaminade University of Honolulu","Honolulu","HI",1,21.28995,-157.807851,0.9263,0,0,0,0,1648,0.1535,43637,29970,29970,18472,11140,9063,1,0.5814,0.3708,0.2755,838,11,"Private Nonprofit"
"University of Hawaii at Hilo","Hilo","HI",1,19.701189,-155.080847,0.8977,0.0392,0,0,0.1024,2260,0.1942,20914,7838,20798,7075,19934,11621,0.7295,0.4163,0.2985,0.1914,357,12,"Public"
